,Reference,Id,Property type,Hydroxy,Primary Alcohol,Alcohol,Alkane,Aromatic,Halogen Derivative,Aryl Chloride,Heterocycle,Tertiary Amine,Dialkylether,Ether,Amine,Tertiary Aliphatic Amine,"1,2 Aminoalcohol",Secondary Aliphatic Amine,Secondary Amine,Alkyl Bromide,Carbonyl,Ketone,Tertiary Alcohol,Carboxylic Acid Ester,Carboxylic Acid Derivative,Carboxylic Acid Tertiary Amide,Carboxylic Acid Amide,Secondary Mixed Amine,Primary Aliphatic Amine,Primary Amine,Alkylarylether,Primary Aromatic Amine,Carboxylic Acid Secondary Amide,Acetal,Lactam,Alkyl Chloride,Alkene,Secondary Alcohol,"1,2 Diol",Aldehyde,Aqueous,All,Force field,Value
24,0.6879000000000002,6339,Density,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.7115964709452982
25,0.9893000000000002,6340,Density,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9793286549836278
26,0.91417,6341,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9446706338332276
27,0.9942800000000002,6342,Density,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.0763454033814248
28,0.9942800000000002,6343,Density,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.0178560718282548
29,0.9988000000000002,6344,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9989998760799864
30,1.0713,6345,Density,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.086247183673834
31,1.0590000000000002,6346,Density,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Sage 2.0,1.10044458739925
32,1.0282300000000002,6347,Density,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Sage 2.0,1.0074491813021274
33,1.9702200000000003,6348,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.9068993922041064
34,1.8194400000000004,6349,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.7792442800222492
35,0.8998000000000002,6350,Density,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9556415215370953
36,0.9398000000000002,6351,Density,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9460276725273308
37,0.9526100000000004,6352,Density,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9478165170902167
38,0.8715330000000002,6353,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Sage 2.0,0.8708814650696282
39,0.7182300000000001,6354,Density,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.7392696826333578
40,0.8370960000000002,6355,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Sage 2.0,0.8682477283038597
41,0.9498700000000002,6356,Density,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9506801061806602
42,0.9476200000000002,6357,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9310341466809028
43,0.9855000000000004,6358,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.0047531124476166
44,0.8486400000000002,6359,Density,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Sage 2.0,0.8378290889836587
45,1.2585200000000003,6360,Density,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,Sage 2.0,1.265571695602785
46,0.9663800000000002,6361,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.994201254757002
47,0.8735700000000003,6362,Density,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.864712181495003
48,0.7359900000000001,6363,Density,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.7475692003680046
49,1.0496030000000005,6364,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.0617855333589217
50,1.0414000000000003,6365,Density,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.0395593655177326
51,1.2463700000000002,6366,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Sage 2.0,1.2148599358017336
52,1.13332,6367,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Sage 2.0,1.123461070696537
53,1.0173,6368,Density,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.0657803607383385
54,1.26683,6369,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.2321154388370597
55,1.1008000000000002,6370,Density,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.1060392182247147
56,1.0442000000000002,6371,Density,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Sage 2.0,1.0368598380636818
57,0.8386800000000002,6372,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Sage 2.0,0.8211991693209296
58,0.7605700000000002,6373,Density,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.7685481059700872
59,0.9455480000000004,6374,Density,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.0453224851478684
60,0.8808170000000002,6375,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9069325931823908
61,0.8126200000000002,6376,Density,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.8363433246137378
62,0.9181900000000004,6377,Density,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9269143829468688
63,0.7400000000000002,6378,Density,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.7232326523118865
64,0.8691400000000002,6379,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.8662051782371163
65,0.9273600000000002,6380,Density,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.9969957524646184
66,0.9406700000000002,6381,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.958276007755051
67,0.6693400000000002,6382,Density,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Sage 2.0,0.6509749261661059
68,0.9960000000000002,6383,Density,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,1.043828123101615
69,1.1783400000000002,6384,Density,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Sage 2.0,1.1701287003038174
70,0.9038110000000004,6385,Density,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.8926368590939321
71,0.8581580000000002,6386,Density,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.8630852946368621
72,0.8260470000000002,6387,Density,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.8447106983138607
73,0.9590000000000002,6388,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.9428380306390934
74,0.9237220000000002,6389,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.9254451652310636
75,0.8989030000000002,6390,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.9095290324782408
76,-2.587,6391,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.4207803568895478
77,-2.575,6392,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.744615434985988
78,-1.247,6393,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-0.8036294417778862
79,0.9615690000000002,6394,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.9237516510243952
80,-2.185,6395,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-0.6948363328723399
81,-2.504,6396,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.3974683991385746
82,-1.75,6397,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.2353226551856975
83,1.0301000000000002,6398,Density,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.0045847199356217
84,1.0416,6399,Density,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.0196243123248754
85,1.0360000000000005,6400,Density,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.023826869450999
86,1.0522550000000004,6401,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.040749163671542
87,1.048636,6402,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.048340712071388
88,1.0405100000000005,6403,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.049863082844732
89,-2.271,6404,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-0.8938657833247703
90,-2.072,6405,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.1461207448147943
91,-1.154,6406,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-0.7200200126860921
92,0.9960300000000002,6407,Density,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.9825438805013832
93,0.9688100000000002,6408,Density,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.9731738075423676
94,0.9466300000000002,6409,Density,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,0.961266758710553
95,-2.243,6410,EnthalpyOfMixing,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.0631170181158582
96,-2.508,6411,EnthalpyOfMixing,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.7219826772616995
97,-1.219,6412,EnthalpyOfMixing,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.096780086573503
98,1.0810000000000002,6413,Density,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.0825227409358116
99,1.0880000000000003,6414,Density,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.099220935540932
100,1.0963670000000003,6415,Density,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.106333039946702
101,-2.079,6416,EnthalpyOfMixing,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-2.5215842677321163
102,-1.916,6417,EnthalpyOfMixing,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-2.2352569690577297
103,-1.091,6418,EnthalpyOfMixing,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.3233575628365912
104,1.0747210000000005,6419,Density,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.0648017209757397
105,-1.289,6420,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.8081297231895304
106,-1.221,6421,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-2.652148103886688
107,-0.839,6422,EnthalpyOfMixing,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,-1.71389771109844
108,0.7005900000000002,6423,Density,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.722124319322405
109,0.6937500000000002,6424,Density,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.7158607965490934
110,0.7090800000000002,6425,Density,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.7292173096321345
111,0.132161,6426,EnthalpyOfMixing,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.2796942836073128
112,0.197047,6427,EnthalpyOfMixing,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.3735133418126395
113,0.158983,6428,EnthalpyOfMixing,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Sage 2.0,0.2109122188754355
114,1.0958900000000005,6429,Density,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.0832053950710787
115,1.1070700000000002,6430,Density,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.1024303510995532
116,1.1111900000000003,6431,Density,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Sage 2.0,1.111791039053794
